Date,Department,NetTotalAmount,Requests,PO_count,RR_count,StudentsEnrolled_mean,StudentsEnrolled_last,ProgramCount_max,AccreditationAudit_any,GovtFundingChange_mean,TuitionPolicy_mode,month,quarter,year,is_fy_end,EnrollMoM_pct,EnrollYoY_pct,lag_1,lag_3,lag_12,roll3_mean,roll3_std,roll12_mean,roll12_std
2021-12-01,HS,49252.03,5.0,5.0,5.0,314.0,306.0,0.0,0.0,0.978,Increase,12,4,2021,1,2.0000000000000018,0.0,13197.0,42821.57,0.0,25130.87666666666,15628.803233819093,38339.50199999999,22304.518481030198
2022-01-01,HS,11185.75,1.0,1.0,1.0,378.0,378.0,0.0,0.0,1.09,Increase,1,1,2022,0,23.529411764705888,0.0,49252.03,19374.059999999998,0.0,27274.363333333327,19282.178083511055,39331.549999999996,21414.20420610815
2022-02-01,HS,18191.35,2.0,2.0,2.0,344.0,331.0,0.0,0.0,1.0,Decrease,2,1,2022,0,-12.43386243386243,-9.809264305177113,11185.75,13197.0,30865.21,24544.926666666663,21420.597516960963,36986.066666666666,21974.886431903593
2022-03-01,HS,91749.9,6.0,6.0,6.0,337.8333333333333,342.0,0.0,0.0,1.02,Freeze,3,1,2022,0,3.3232628398791597,10.322580645161295,18191.35,49252.03,85082.04,26209.709999999992,20260.33047797594,35929.91166666666,22591.717907804108
2022-04-01,HS,63865.77,4.0,4.0,4.0,333.5,341.0,0.0,0.0,1.01,Freeze,4,2,2022,0,-0.29239766081871066,6.896551724137923,91749.9,11185.75,53506.65,40375.66666666666,44629.06559385748,36485.566666666666,23951.61267368492
2022-05-01,HS,27888.9,3.0,3.0,3.0,336.3333333333333,358.0,0.0,0.0,0.9833333333333334,Decrease,5,2,2022,0,4.985337243401755,10.49382716049383,63865.77,18191.35,33855.619999999995,57935.67333333332,37136.09570731195,37348.82666666666,24792.764503847535
2022-06-01,HS,8100.97,1.0,1.0,1.0,359.0,359.0,0.0,0.0,0.92,Increase,6,2,2022,0,0.27932960893854997,2.279202279202286,27888.9,91749.9,59804.83,61168.18999999998,32015.84816371885,36851.6,24928.650542556265
2022-07-01,HS,42119.59,3.0,3.0,3.0,338.6666666666667,365.0,0.0,0.0,1.0,Decrease,7,3,2022,0,1.671309192200554,11.280487804878048,8100.97,63865.77,24509.34,33285.213333333326,28271.334916371274,32542.944999999996,25068.610687212906
2022-08-01,HS,78711.29,6.0,6.0,6.0,339.5,362.0,0.0,0.0,0.9533333333333333,Freeze,8,3,2022,0,-0.8219178082191747,16.398713826366553,42119.59,27888.9,20378.7,26036.486666666653,17084.794498156356,34010.46583333333,25071.0219740609
2022-09-01,HS,75546.85,6.0,6.0,6.0,331.5,326.0,0.0,0.0,1.0,Freeze,9,3,2022,0,-9.944751381215466,8.30564784053156,78711.29,8100.97,42821.57,42977.283333333326,35312.97284308039,38871.51499999999,27704.44438336022
2022-11-01,HS,6816.13,1.0,1.0,1.0,319.0,319.0,0.0,0.0,0.98,Freeze,11,4,2022,0,-2.1472392638036797,-2.7439024390243927,75546.85,42119.59,19374.059999999998,65459.243333333325,20274.564937836098,41598.621666666666,29669.590428432646
2022-12-01,HS,65964.9,5.0,5.0,5.0,353.2,366.0,0.0,0.0,1.0,Freeze,12,4,2022,1,14.733542319749215,21.999999999999996,6816.13,78711.29,13197.0,53691.42333333333,40626.017081950486,40552.127499999995,30727.363202077457
2023-01-01,HS,8660.76,1.0,1.0,1.0,308.0,308.0,0.0,0.0,1.02,Decrease,1,1,2023,0,-15.846994535519121,0.6535947712418277,65964.9,75546.85,49252.03,49442.62666666667,37225.2213560327,44949.45249999999,30228.444976400835
2023-02-01,HS,26579.16,1.0,1.0,1.0,323.0,323.0,0.0,0.0,1.0,Decrease,2,1,2023,0,4.870129870129869,-14.550264550264547,8660.76,6816.13,11185.75,27147.263333333325,33629.70936907176,41566.846666666665,31926.621132237626
2023-03-01,HS,136392.05,9.0,9.0,9.0,323.0,303.0,0.0,0.0,1.0277777777777777,Freeze,3,1,2023,0,-6.19195046439629,-8.45921450151057,26579.16,65964.9,18191.35,33734.939999999995,29314.58691234109,42849.63083333333,30887.29335748644
2023-04-01,HS,58788.490000000005,3.0,3.0,3.0,341.6666666666667,335.0,0.0,0.0,0.9733333333333333,Freeze,4,2,2023,0,10.561056105610556,-2.046783625730997,136392.05,8660.76,91749.9,57210.656666666655,69155.8894982635,52699.68916666667,39854.44355323927
2023-05-01,HS,52548.4,5.0,5.0,5.0,312.8,311.0,0.0,0.0,0.9720000000000001,Freeze,5,2,2023,0,-7.164179104477608,-8.797653958944284,58788.490000000005,26579.16,63865.77,73919.89999999998,56448.53743879551,49952.905,38011.67288500503
2023-06-01,HS,82527.44,4.0,4.0,4.0,346.0,353.0,0.0,0.0,0.9824999999999999,Freeze,6,2,2023,0,13.5048231511254,-1.3966480446927387,52548.4,136392.05,27888.9,82576.31333333334,46710.11470264264,49009.79083333333,37774.75737301695
2023-07-01,HS,36436.39,4.0,4.0,4.0,349.0,367.0,0.0,0.0,1.0,Freeze,7,3,2023,0,3.966005665722383,2.2284122562674202,82527.44,58788.490000000005,8100.97,64621.443333333336,15817.813321443455,53563.002499999995,38286.97283646443
2023-08-01,HS,36528.45,4.0,4.0,4.0,346.75,379.0,0.0,0.0,0.96,Decrease,8,3,2023,0,3.2697547683923744,3.835616438356171,36436.39,52548.4,42119.59,57170.74333333335,23390.612774017587,55924.2875,36035.88064600112
2023-09-01,HS,67824.79000000001,5.0,5.0,5.0,321.8,354.0,0.0,0.0,0.9640000000000001,Freeze,9,3,2023,0,-6.596306068601587,-2.209944751381221,36528.45,82527.44,78711.29,51830.76,26584.144541957747,55458.35916666667,36266.00637458957
2023-10-01,HS,17081.54,3.0,3.0,3.0,339.6666666666667,344.0,0.0,0.0,0.9766666666666667,Freeze,10,4,2023,0,-2.824858757062143,5.521472392638027,67824.79000000001,36436.39,75546.85,46929.87666666667,18095.58430022462,54551.150833333326,35764.13757036825
2023-11-01,HS,19619.41,2.0,2.0,2.0,343.0,368.0,0.0,0.0,0.98,Freeze,11,4,2023,0,6.976744186046502,15.36050156739812,17081.54,36528.45,6816.13,40478.26,25601.173887493966,49679.041666666664,36616.081759243636
2023-12-01,HS,61916.67,3.0,3.0,3.0,336.0,360.0,0.0,0.0,1.0633333333333335,Increase,12,4,2023,1,-2.1739130434782594,-1.6393442622950838,19619.41,67824.79000000001,65964.9,34841.91333333334,28592.180940610957,50745.98166666667,35420.594683709285
2024-01-01,HS,50304.229999999996,3.0,3.0,3.0,318.6666666666667,298.0,0.0,0.0,1.0066666666666666,Freeze,1,1,2024,0,-17.22222222222223,-3.2467532467532423,61916.67,17081.54,8660.76,32872.54,25184.942160483573,50408.62916666666,35281.47457147819
2024-02-01,HS,78622.23999999999,4.0,4.0,4.0,358.0,368.0,0.0,0.0,1.0150000000000001,Freeze,2,1,2024,0,23.48993288590604,13.931888544891645,50304.229999999996,19619.41,26579.16,43946.77,21853.547174671716,53878.91833333333,32759.75685854654
2024-03-01,HS,4780.12,1.0,1.0,1.0,310.0,310.0,0.0,0.0,1.1,Decrease,3,1,2024,0,-15.760869565217394,2.310231023102305,78622.23999999999,61916.67,136392.05,63614.38,14235.135651728102,58215.84166666667,32258.14439485598
2024-04-01,HS,38915.14,3.0,3.0,3.0,346.6666666666667,287.0,0.0,0.0,1.0066666666666666,Decrease,4,2,2024,0,-7.41935483870968,-14.328358208955228,4780.12,50304.229999999996,58788.490000000005,44568.863333333335,37253.6641771576,47248.180833333325,24765.901170383968
2024-05-01,HS,130772.86,7.0,7.0,7.0,338.2857142857143,289.0,0.0,0.0,1.0014285714285713,Freeze,5,2,2024,0,0.6968641114982521,-7.0739549839228255,38915.14,78622.23999999999,52548.4,40772.5,36956.08219428573,45592.06833333333,24587.869882801522
2024-06-01,HS,95283.11,6.0,6.0,6.0,339.3333333333333,304.0,0.0,0.0,1.0516666666666667,Freeze,6,2,2024,0,5.190311418685112,-13.881019830028329,130772.86,4780.12,82527.44,58156.04,65162.88673611998,52110.77333333334,34834.21951222998
2024-07-01,HS,5515.48,1.0,1.0,1.0,299.0,299.0,0.0,0.0,0.98,Increase,7,3,2024,0,-1.6447368421052655,-18.528610354223428,95283.11,38915.14,36436.39,88323.70333333332,46322.62068108443,53173.74583333334,36021.16733130458
2024-08-01,HS,29472.91,2.0,2.0,2.0,340.0,320.0,0.0,0.0,1.07,Freeze,8,3,2024,0,7.0234113712374535,-15.567282321899734,5515.48,130772.86,36528.45,77190.48333333332,64558.96658010127,50597.003333333334,38357.48765829841
2024-09-01,HS,11352.34,1.0,1.0,1.0,302.0,302.0,0.0,0.0,0.99,Freeze,9,3,2024,0,-5.625000000000002,-14.689265536723163,29472.91,95283.11,67824.79000000001,43423.833333333336,46481.48067073203,50009.041666666664,38645.73385043656
2024-10-01,HS,19880.260000000002,2.0,2.0,2.0,323.5,295.0,0.0,0.0,0.975,Increase,10,4,2024,0,-2.3178807947019875,-14.244186046511631,11352.34,5515.48,17081.54,15446.909999999998,12492.547404949277,45303.00416666666,39702.98640116118
2024-11-01,HS,73256.2,4.0,4.0,4.0,338.5,304.0,0.0,0.0,0.965,Freeze,11,4,2024,0,3.050847457627115,-17.391304347826086,19880.260000000002,29472.91,19619.41,20235.170000000002,9065.496958926435,45536.230833333335,39529.97776831181
2024-12-01,HS,117336.03,7.0,7.0,7.0,300.7142857142857,310.0,0.0,0.0,0.972857142857143,Freeze,12,4,2024,1,1.9736842105263053,-13.888888888888884,73256.2,11352.34,61916.67,34829.6,33550.470124151805,50005.963333333326,39365.170982193544
2025-01-01,HS,104031.06,6.0,6.0,6.0,330.6666666666667,364.0,0.0,0.0,1.0133333333333334,Freeze,1,1,2025,0,17.419354838709666,22.14765100671141,117336.03,19880.260000000002,50304.229999999996,70157.49666666666,48801.723825437075,54624.243333333325,43881.363173041784
2021-01-01,ICELL,42601.9,2.0,2.0,2.0,641.5,627.0,0.0,0.0,0.99,Freeze,1,1,2021,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,ICELL,37362.06,3.0,3.0,3.0,675.3333333333334,650.0,0.0,0.0,1.0033333333333332,Freeze,2,1,2021,0,3.6682615629983983,0.0,42601.9,0.0,0.0,42601.9,0.0,42601.9,0.0
2021-03-01,ICELL,22995.02,2.0,2.0,2.0,678.0,692.0,0.0,0.0,1.065,Freeze,3,1,2021,0,6.461538461538452,0.0,37362.06,0.0,0.0,39981.979999999996,3705.126396332519,39981.979999999996,3705.126396332519
2021-04-01,ICELL,63607.56,4.0,4.0,4.0,672.0,643.0,0.0,0.0,0.9725,Freeze,4,2,2021,0,-7.080924855491332,0.0,22995.02,42601.9,0.0,34319.659999999996,10151.334107081686,34319.659999999996,10151.334107081686
2021-05-01,ICELL,73438.22,5.0,5.0,5.0,644.4,622.0,0.0,0.0,0.982,Freeze,5,2,2021,0,-3.265940902021769,0.0,63607.56,37362.06,0.0,41321.54666666666,20593.755177493327,41641.634999999995,16826.912799784954
2021-07-01,ICELL,59797.23,4.0,4.0,4.0,657.75,698.0,0.0,0.0,0.9875,Freeze,7,3,2021,0,12.218649517684877,0.0,73438.22,22995.02,0.0,53346.93333333333,26741.15650555401,48000.952000000005,20360.827814976485
2021-08-01,ICELL,33468.82,2.0,2.0,2.0,668.5,694.0,0.0,0.0,0.91,Decrease,8,3,2021,0,-0.5730659025787954,0.0,59797.23,63607.56,0.0,65614.33666666667,7038.431393956601,49966.99833333333,18837.268288097846
2021-09-01,ICELL,59854.71,5.0,5.0,5.0,653.4,708.0,0.0,0.0,1.006,Freeze,9,3,2021,0,2.0172910662824117,0.0,33468.82,73438.22,0.0,55568.090000000004,20317.54052400782,47610.11571428571,18291.705776788433
2021-10-01,ICELL,6531.53,1.0,1.0,1.0,686.0,686.0,0.0,0.0,0.95,Freeze,10,4,2021,0,-3.1073446327683607,0.0,59854.71,59797.23,0.0,51040.25333333333,15217.334787288904,49140.69,17479.40759627331
2021-11-01,ICELL,13631.89,1.0,1.0,1.0,674.0,674.0,0.0,0.0,1.08,Decrease,11,4,2021,0,-1.7492711370262426,0.0,6531.53,33468.82,0.0,33285.02,26662.065151786323,44406.33888888889,21657.913165090173
2021-12-01,ICELL,77212.2,5.0,5.0,5.0,652.0,702.0,0.0,0.0,0.9960000000000001,Freeze,12,4,2021,1,4.154302670623156,0.0,13631.89,59854.71,0.0,26672.709999999992,28954.923951417975,41328.894,22619.75944293455
2022-01-01,ICELL,75962.46,5.0,5.0,5.0,694.0,725.0,0.0,0.0,0.986,Freeze,1,1,2022,0,3.276353276353272,0.0,77212.2,6531.53,0.0,32458.539999999997,38920.06347090275,44591.012727272726,24032.140354734573
2022-02-01,ICELL,21336.57,2.0,2.0,2.0,674.5,692.0,0.0,0.0,0.9450000000000001,Freeze,2,1,2022,0,-4.551724137931035,10.366826156299847,75962.46,13631.89,42601.9,55602.18333333333,36352.71110084409,47205.299999999996,24638.461118101146
2022-03-01,ICELL,70821.77,4.0,4.0,4.0,703.0,725.0,0.0,0.0,0.98,Freeze,3,1,2022,0,4.7687861271676235,11.538461538461542,21336.57,77212.2,37362.06,58170.409999999996,31905.160858019506,45433.18916666667,25739.79375409264
2022-04-01,ICELL,48046.03999999999,3.0,3.0,3.0,687.0,687.0,0.0,0.0,1.06,Decrease,4,2,2022,0,-5.241379310344829,-0.7225433526011571,70821.77,75962.46,22995.02,56040.26666666667,30163.99501339359,48221.49833333333,26584.424185694228
2022-05-01,ICELL,12631.37,1.0,1.0,1.0,654.0,654.0,0.0,0.0,1.04,Decrease,5,2,2022,0,-4.8034934497816595,1.710730948678063,48046.03999999999,21336.57,63607.56,46734.793333333335,24768.64511081768,50309.083333333336,25379.675377736392
2022-06-01,ICELL,47172.63,5.0,5.0,5.0,669.8,635.0,0.0,0.0,1.046,Freeze,6,2,2022,0,-2.905198776758411,2.0900321543408262,12631.37,70821.77,73438.22,43833.06,29323.07220262398,46061.067500000005,27155.47840793828
2022-07-01,ICELL,77311.15,5.0,5.0,5.0,682.2,728.0,0.0,0.0,0.97,Freeze,7,3,2022,0,14.645669291338592,4.297994269340966,47172.63,48046.03999999999,59797.23,35950.013333333336,20199.25880911059,43872.26833333333,25771.473083595156
2022-08-01,ICELL,14633.45,1.0,1.0,1.0,695.0,695.0,0.0,0.0,1.01,Freeze,8,3,2022,0,-4.5329670329670275,0.14409221902016434,77311.15,12631.37,33468.82,45705.05000000001,32364.854835212824,45331.761666666665,27211.04392677751
2022-09-01,ICELL,49037.08,4.0,4.0,4.0,673.5,631.0,0.0,0.0,0.9575,Freeze,9,3,2022,0,-9.208633093525176,-10.875706214689263,14633.45,47172.63,59854.71,46372.41,31346.51150221981,43762.1475,28471.58506627237
2022-10-01,ICELL,16230.1,2.0,2.0,2.0,704.0,684.0,0.0,0.0,0.925,Freeze,10,4,2022,0,8.399366085578453,-0.2915451895043719,49037.08,77311.15,6531.53,46993.89333333333,31388.76356498663,42860.67833333333,28084.362040122753
2022-11-01,ICELL,30413.2,2.0,2.0,2.0,694.0,687.0,0.0,0.0,1.005,Decrease,11,4,2022,0,0.43859649122806044,1.928783382789323,16230.1,14633.45,13631.89,26633.54333333334,19418.44906748816,43668.8925,27064.88410078744
2022-12-01,ICELL,25197.24,2.0,2.0,2.0,652.0,645.0,0.0,0.0,1.06,Decrease,12,4,2022,1,-6.113537117903933,-8.119658119658125,30413.2,49037.08,77212.2,31893.460000000006,16453.506052838668,45067.335,25774.567508300785
2023-01-01,ICELL,80827.42,6.0,6.0,6.0,691.3333333333334,684.0,0.0,0.0,1.0166666666666666,Decrease,1,1,2023,0,6.04651162790697,-5.6551724137931085,25197.24,16230.1,75962.46,23946.846666666675,7173.750345428233,40732.755000000005,24203.074479314135
2023-02-01,ICELL,58999.35,4.0,4.0,4.0,677.25,663.0,0.0,0.0,0.9725,Freeze,2,1,2023,0,-3.0701754385964897,-4.190751445086704,80827.42,30413.2,21336.57,45479.286666666674,30723.272242613297,41138.168333333335,24878.166192628654
2023-03-01,ICELL,134953.0,7.0,7.0,7.0,699.7142857142857,693.0,0.0,0.0,0.9942857142857143,Freeze,3,1,2023,0,4.52488687782806,-4.413793103448271,58999.35,25197.24,70821.77,55008.003333333334,28029.045075924954,44276.73333333334,24526.175470028425
2023-04-01,ICELL,14515.36,1.0,1.0,1.0,707.0,707.0,0.0,0.0,1.05,Freeze,4,2,2023,0,2.020202020202011,2.911208151382816,134953.0,80827.42,48046.03999999999,91593.25666666667,39104.560685815595,49621.0025,35408.88168616511
2023-05-01,ICELL,65976.67,6.0,6.0,6.0,685.6666666666666,688.0,0.0,0.0,0.9700000000000001,Freeze,5,2,2023,0,-2.6874115983026914,5.198776758409784,14515.36,58999.35,12631.37,69489.23666666668,60900.201755840135,46826.77916666667,36838.6054233822
2023-06-01,ICELL,36732.3,3.0,3.0,3.0,705.0,728.0,0.0,0.0,0.9866666666666667,Freeze,6,2,2023,0,5.813953488372103,14.645669291338592,65976.67,134953.0,47172.63,71815.01000000001,60430.711915871885,51272.220833333326,35532.520618375514
2023-07-01,ICELL,137677.85,7.0,7.0,7.0,708.8571428571429,743.0,0.0,0.0,0.9971428571428572,Freeze,7,3,2023,0,2.060439560439553,2.060439560439553,36732.3,14515.36,77311.15,39074.77666666668,25810.501824440245,50402.19333333333,35769.056605697944
2023-08-01,ICELL,43619.6,4.0,4.0,4.0,695.75,685.0,0.0,0.0,1.0125,Freeze,8,3,2023,0,-7.806191117092864,-1.4388489208633115,137677.85,65976.67,14633.45,80128.94000000002,51939.5425067963,55432.75166666667,43341.08863742283
2023-10-01,ICELL,38904.06,3.0,3.0,3.0,719.3333333333334,744.0,0.0,0.0,0.9633333333333333,Increase,10,4,2023,0,8.613138686131382,17.908082408874805,43619.6,36732.3,49037.08,72676.58333333334,56397.98069546314,57848.26416666667,41634.66730241048
2023-11-01,ICELL,4226.96,1.0,1.0,1.0,655.0,655.0,0.0,0.0,1.03,Freeze,11,4,2023,0,-11.96236559139785,-4.239766081871343,38904.06,137677.85,16230.1,73400.50333333334,55715.72534081409,57003.84583333333,41931.31844558529
2023-12-01,ICELL,76281.04,3.0,3.0,3.0,699.3333333333334,718.0,0.0,0.0,1.03,Increase,12,4,2023,1,9.618320610687014,4.512372634643369,4226.96,43619.6,30413.2,28916.87333333334,21511.69320807952,56003.584166666675,43118.74216056031
2024-01-01,ICELL,114414.17,6.0,6.0,6.0,727.0,677.0,0.0,0.0,0.9983333333333334,Freeze,1,1,2024,0,-5.710306406685239,4.961240310077519,76281.04,38904.06,25197.24,39804.02000000001,36035.46943169744,59825.90416666667,42674.74351170096
2024-03-01,ICELL,75195.84,4.0,4.0,4.0,744.25,701.0,0.0,0.0,1.0175,Decrease,3,1,2024,0,3.5450516986706093,2.4853801169590684,114414.17,4226.96,80827.42,64974.05666666667,55957.04795618898,67260.64833333333,43848.81091631435
2024-04-01,ICELL,50661.52,3.0,3.0,3.0,721.3333333333334,693.0,0.0,0.0,1.05,Freeze,4,2,2024,0,-1.1412268188302432,4.52488687782806,75195.84,76281.04,58999.35,88630.35000000002,22336.034677272062,66791.35,43720.35877830914
2024-05-01,ICELL,93939.02,6.0,6.0,6.0,711.1666666666666,765.0,0.0,0.0,1.0066666666666666,Increase,5,2,2024,0,10.389610389610393,10.389610389610393,50661.52,114414.17,134953.0,80090.51,32156.93457580029,66096.53083333334,43921.241864874966
2024-06-01,ICELL,32797.89,3.0,3.0,3.0,699.6666666666666,754.0,0.0,0.0,1.02,Decrease,6,2,2024,0,-1.437908496732021,6.647807637906644,93939.02,75195.84,14515.36,73265.46,21703.231942980303,62678.699166666665,39443.448970712365
2024-07-01,ICELL,48435.53999999999,4.0,4.0,4.0,723.0,711.0,0.0,0.0,0.99,Freeze,7,3,2024,0,-5.702917771883287,3.3430232558139483,32797.89,50661.52,65976.67,59132.810000000005,31438.535432130124,64202.24333333334,37729.83339552532
2024-08-01,ICELL,25501.19,2.0,2.0,2.0,760.5,764.0,0.0,0.0,1.02,Freeze,8,3,2024,0,7.454289732770736,4.94505494505495,48435.53999999999,93939.02,36732.3,58390.81666666667,31763.030311222425,62740.48249999999,37993.71122100296
2024-09-01,ICELL,24319.14,2.0,2.0,2.0,709.0,715.0,0.0,0.0,1.05,Freeze,9,3,2024,0,-6.4136125654450264,-3.7685060565275874,25501.19,32797.89,137677.85,35578.20666666667,11717.240419818776,61804.55666666667,38821.93718968213
2024-10-01,ICELL,37110.84,2.0,2.0,2.0,682.0,681.0,0.0,0.0,1.005,Freeze,10,4,2024,0,-4.7552447552447585,-0.5839416058394109,24319.14,48435.53999999999,43619.6,32751.95666666667,13595.234465827903,52357.997500000005,31846.39402893981
2024-12-01,ICELL,108153.39,7.0,7.0,7.0,737.7142857142857,732.0,0.0,0.0,1.0,Freeze,12,4,2024,1,7.488986784140961,-1.6129032258064502,37110.84,25501.19,38904.06,28977.05666666667,7068.81418880388,51815.60083333333,32063.441133229902
2025-01-01,ICELL,174741.21,7.0,7.0,7.0,738.8571428571429,767.0,0.0,0.0,1.0157142857142858,Freeze,1,1,2025,0,4.781420765027322,17.09923664122137,108153.39,24319.14,4226.96,56527.79,45164.24281157054,57586.378333333334,35568.52919031855
2021-01-01,IDEALS,23987.800000000003,2.0,2.0,2.0,423.0,442.0,0.0,0.0,1.0,Freeze,1,1,2021,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,IDEALS,62308.97,4.0,4.0,4.0,427.5,413.0,0.0,0.0,1.05,Freeze,2,1,2021,0,-6.561085972850678,0.0,23987.800000000003,0.0,0.0,23987.800000000003,0.0,23987.800000000003,0.0
2021-03-01,IDEALS,99713.06,6.0,6.0,6.0,470.8333333333333,500.0,0.0,0.0,0.9983333333333334,Freeze,3,1,2021,0,21.065375302663437,0.0,62308.97,0.0,0.0,43148.385,27097.159170002487,43148.385,27097.159170002487
2021-05-01,IDEALS,29602.16,3.0,3.0,3.0,452.3333333333333,455.0,0.0,0.0,1.0466666666666666,Decrease,5,2,2021,0,-8.999999999999996,0.0,99713.06,23987.800000000003,0.0,62003.27666666667,37863.55552279042,62003.27666666667,37863.55552279042
2021-06-01,IDEALS,25226.28,2.0,2.0,2.0,451.5,462.0,0.0,0.0,1.06,Increase,6,2,2021,0,1.538461538461533,0.0,29602.16,62308.97,0.0,63874.73,35081.66583823664,53902.9975,34903.065503334015
2021-07-01,IDEALS,48909.11,3.0,3.0,3.0,435.3333333333333,410.0,0.0,0.0,1.0033333333333334,Increase,7,3,2021,0,-11.255411255411252,0.0,25226.28,99713.06,0.0,51513.833333333336,41799.05704549007,48167.653999999995,32835.024158091925
2021-08-01,IDEALS,56658.93,4.0,4.0,4.0,442.5,468.0,0.0,0.0,0.99,Freeze,8,3,2021,0,14.146341463414625,0.0,48909.11,29602.16,0.0,34579.183333333334,12601.475316312533,48291.23,29370.09832017319
2021-09-01,IDEALS,31270.69,3.0,3.0,3.0,440.6666666666667,456.0,0.0,0.0,0.9833333333333334,Decrease,9,3,2021,0,-2.564102564102566,0.0,56658.93,25226.28,0.0,43598.10666666667,16375.528657439852,49486.61571428571,26997.00338596789
2021-10-01,IDEALS,6565.9,1.0,1.0,1.0,405.0,405.0,0.0,0.0,1.08,Decrease,10,4,2021,0,-11.184210526315786,0.0,31270.69,48909.11,0.0,45612.91,13011.125370405145,47209.625,25810.77185666204
2021-11-01,IDEALS,78473.84,6.0,6.0,6.0,468.5,487.0,0.0,0.0,1.0050000000000001,Freeze,11,4,2021,0,20.246913580246904,0.0,6565.9,56658.93,0.0,31498.506666666668,25047.29204865136,42693.65555555556,27685.14531414776
2021-12-01,IDEALS,78046.05,3.0,3.0,3.0,418.0,426.0,0.0,0.0,1.07,Freeze,12,4,2021,1,-12.525667351129366,0.0,78473.84,31270.69,0.0,38770.14333333333,36535.86332612155,46271.674,28448.662549141703
2022-01-01,IDEALS,97316.98,5.0,5.0,5.0,453.2,417.0,0.0,0.0,0.96,Freeze,1,1,2022,0,-2.1126760563380254,0.0,78046.05,6565.9,0.0,54361.92999999999,41393.128824621366,49160.25363636364,28638.72511518635
2022-02-01,IDEALS,22582.64,2.0,2.0,2.0,446.0,429.0,0.0,0.0,0.94,Freeze,2,1,2022,0,2.877697841726623,-2.941176470588236,97316.98,78473.84,23987.800000000003,84612.29,11004.663196486283,53173.31416666667,30641.000752787688
2022-03-01,IDEALS,26189.71,1.0,1.0,1.0,416.0,416.0,0.0,0.0,1.03,Increase,3,1,2022,0,-3.0303030303030276,0.7263922518159882,22582.64,78046.05,62308.97,65981.89,38800.30104507052,53056.2175,30765.108288008854
2022-04-01,IDEALS,60570.81,3.0,3.0,3.0,442.6666666666667,459.0,0.0,0.0,0.9966666666666667,Freeze,4,2,2022,0,10.336538461538458,-8.199999999999996,26189.71,97316.98,99713.06,48696.44333333333,42145.22722458896,50046.27916666667,31534.8145545345
2022-05-01,IDEALS,31400.46,3.0,3.0,3.0,469.0,489.0,0.0,0.0,1.0033333333333332,Freeze,5,2,2022,0,6.5359477124183,7.472527472527468,60570.81,22582.64,29602.16,36447.72,20968.91370236669,46784.424999999996,27724.603675399776
2022-06-01,IDEALS,48858.700000000004,4.0,4.0,4.0,449.25,507.0,0.0,0.0,0.975,Freeze,6,2,2022,0,3.6809815950920255,9.740259740259738,31400.46,26189.71,25226.28,39386.99333333333,18529.801545505954,46934.283333333326,27627.977909240126
2022-07-01,IDEALS,9020.67,1.0,1.0,1.0,435.0,435.0,0.0,0.0,1.05,Decrease,7,3,2022,0,-14.201183431952657,6.0975609756097615,48858.700000000004,60570.81,48909.11,46943.323333333334,14679.197205979444,48903.65166666667,26768.845236218785
2022-08-01,IDEALS,51994.99,4.0,4.0,4.0,453.75,473.0,0.0,0.0,0.99,Freeze,8,3,2022,0,8.735632183908049,1.0683760683760646,9020.67,31400.46,56658.93,29759.943333333333,19969.617667107083,45579.61499999999,29139.700172821238
2022-09-01,IDEALS,112989.94,7.0,7.0,7.0,462.85714285714283,411.0,0.0,0.0,0.9985714285714286,Decrease,9,3,2022,0,-13.107822410147996,-9.868421052631582,51994.99,48858.700000000004,31270.69,36624.78666666667,23957.24361130126,45190.95333333333,29009.303380136622
2022-10-01,IDEALS,36589.88,4.0,4.0,4.0,482.0,494.0,0.0,0.0,1.03,Freeze,10,4,2022,0,20.19464720194648,21.9753086419753,112989.94,9020.67,6565.9,58001.86666666667,52244.27434226295,52000.89083333333,34513.97923018689
2022-11-01,IDEALS,22239.25,3.0,3.0,3.0,487.6666666666667,507.0,0.0,0.0,0.9633333333333333,Freeze,11,4,2022,0,2.6315789473684292,4.106776180698146,36589.88,51994.99,78473.84,67191.60333333333,40403.528120735136,54502.88916666666,31910.960357446143
2022-12-01,IDEALS,103900.96,6.0,6.0,6.0,473.8333333333333,452.0,0.0,0.0,1.0233333333333334,Freeze,12,4,2022,1,-10.848126232741617,6.103286384976525,22239.25,112989.94,78046.05,57273.02333333334,48782.8478820111,49816.67333333333,32198.54853118138
2023-01-01,IDEALS,76992.71,5.0,5.0,5.0,463.0,465.0,0.0,0.0,0.958,Freeze,1,1,2023,0,2.8761061946902755,11.51079136690647,103900.96,36589.88,97316.98,54243.363333333335,43599.22964206174,51971.24916666667,35002.23083235734
2023-02-01,IDEALS,14699.81,1.0,1.0,1.0,455.0,455.0,0.0,0.0,0.96,Freeze,2,1,2023,0,-2.1505376344086002,6.060606060606055,76992.71,22239.25,22582.64,67710.97333333333,41614.56111378607,50277.56,33045.60622308537
2023-03-01,IDEALS,34784.02,2.0,2.0,2.0,451.0,448.0,0.0,0.0,1.005,Decrease,3,1,2023,0,-1.538461538461533,7.692307692307687,14699.81,103900.96,26189.71,65197.82666666667,45755.335699411444,49620.6575,33717.70838714419
